,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
790,1987,12,24,4,2036.0,2020,2127.0,2103,TW,769,,111.0,103.0,,24.0,16.0,DTW,MSP,528.0,,,0,,0,,,,,
791,1987,12,27,7,2142.0,2130,2255.0,2242,AA,2019,,73.0,72.0,,13.0,12.0,SNA,SJC,342.0,,,0,,0,,,,,
792,1987,11,20,5,1000.0,917,1129.0,1039,UA,1221,,89.0,82.0,,50.0,43.0,SFO,LAS,414.0,,,0,,0,,,,,
793,1987,12,27,7,1106.0,1105,1146.0,1139,PI,251,,40.0,34.0,,7.0,1.0,RDU,ILM,122.0,,,0,,0,,,,,
794,1987,12,5,6,1829.0,1820,2019.0,2015,HP,868,,170.0,175.0,,4.0,9.0,DSM,PHX,1149.0,,,0,,0,,,,,
795,1987,11,23,1,1735.0,1730,1926.0,1915,HP,575,,111.0,105.0,,11.0,5.0,PDX,LAS,762.0,,,0,,0,,,,,
796,1987,10,29,4,1736.0,1720,1852.0,1842,DL,637,,76.0,82.0,,10.0,16.0,SRQ,ATL,445.0,,,0,,0,,,,,
797,1987,12,22,2,1843.0,1830,1944.0,1921,US,35,,61.0,51.0,,23.0,13.0,BWI,PIT,210.0,,,0,,0,,,,,
798,1987,10,16,5,1930.0,1928,2035.0,2030,AA,565,,125.0,122.0,,5.0,2.0,IAD,ORD,589.0,,,0,,0,,,,,
799,1987,12,14,1,1217.0,1215,1341.0,1339,PI,72,,84.0,84.0,,2.0,2.0,MCO,CLT,468.0,,,0,,0,,,,,
800,1987,10,7,3,1835.0,1800,1950.0,1925,UA,239,,135.0,145.0,,25.0,35.0,ORD,DEN,888.0,,,0,,0,,,,,
801,1987,10,5,1,2051.0,2050,2203.0,2203,PS,1974,,72.0,73.0,,0.0,1.0,SFO,ONT,363.0,,,0,,0,,,,,
802,1987,12,1,2,1821.0,1802,1933.0,1919,UA,1175,,72.0,77.0,,14.0,19.0,SFO,LAS,414.0,,,0,,0,,,,,
803,1987,12,19,6,1051.0,1030,1205.0,1150,US,177,,74.0,80.0,,15.0,21.0,LGA,PIT,335.0,,,0,,0,,,,,
804,1987,12,14,1,1450.0,1445,1713.0,1716,AA,253,,263.0,271.0,,-3.0,5.0,ORD,SMF,1781.0,,,0,,0,,,,,
805,1987,10,24,6,1007.0,955,1131.0,1105,DL,495,,84.0,70.0,,26.0,12.0,RDU,ATL,356.0,,,0,,0,,,,,
806,1987,10,7,3,1115.0,1111,1247.0,1225,TW,529,,92.0,74.0,,22.0,4.0,STL,SUX,405.0,,,0,,0,,,,,
807,1987,10,13,2,1838.0,1805,1923.0,1856,NW,518,,45.0,51.0,,27.0,33.0,MSP,GRB,252.0,,,0,,0,,,,,
808,1987,11,30,1,829.0,823,914.0,918,AA,398,,45.0,55.0,,-4.0,6.0,DFW,SHV,190.0,,,0,,0,,,,,
809,1987,10,8,4,701.0,630,1008.0,945,UA,438,,127.0,135.0,,23.0,31.0,ONT,DEN,819.0,,,0,,0,,,,,
810,1987,12,27,7,2100.0,1832,2315.0,2036,EA,345,,135.0,124.0,,159.0,148.0,BUF,ATL,712.0,,,0,,0,,,,,
811,1987,10,30,5,801.0,755,1121.0,1117,NW,770,,140.0,142.0,,4.0,6.0,MSP,EWR,1008.0,,,0,,0,,,,,
812,1987,11,3,2,1602.0,1600,1649.0,1647,US,441,,47.0,47.0,,2.0,2.0,MDT,PIT,185.0,,,0,,0,,,,,
813,1987,10,16,5,842.0,836,1008.0,945,TW,457,,146.0,129.0,,23.0,6.0,STL,DEN,770.0,,,0,,0,,,,,
814,1987,12,16,3,1324.0,1316,1454.0,1435,PI,225,,90.0,79.0,,19.0,8.0,CLT,TLH,386.0,,,0,,0,,,,,
815,1987,11,6,5,2142.0,1940,2225.0,2022,EA,314,,43.0,42.0,,123.0,122.0,MCI,OMA,152.0,,,0,,0,,,,,
816,1987,10,21,3,2202.0,2150,2255.0,2253,NW,618,,53.0,63.0,,2.0,12.0,MSP,ATW,236.0,,,0,,0,,,,,
817,1987,12,31,4,910.0,900,1018.0,1015,NW,124,,68.0,75.0,,3.0,10.0,MSP,ORD,334.0,,,0,,0,,,,,
818,1987,10,6,2,1549.0,1545,2100.0,2100,UA,686,,191.0,195.0,,0.0,4.0,LAS,ORD,1515.0,,,0,,0,,,,,
819,1987,11,29,7,1439.0,1425,1609.0,1525,NW,1404,,90.0,60.0,,44.0,14.0,MSP,ATW,236.0,,,0,,0,,,,,
820,1987,12,9,3,1210.0,1205,1404.0,1358,DL,372,,54.0,53.0,,6.0,5.0,LAS,PHX,256.0,,,0,,0,,,,,
821,1987,12,1,2,1634.0,1630,1944.0,1926,TW,302,,130.0,116.0,,18.0,4.0,COS,STL,774.0,,,0,,0,,,,,
822,1987,11,12,4,1125.0,1010,1230.0,1059,DL,1019,,65.0,49.0,,91.0,75.0,BGR,BOS,201.0,,,0,,0,,,,,
823,1987,11,20,5,1120.0,1100,1203.0,1153,DL,1908,,43.0,53.0,,10.0,20.0,LAX,LAS,236.0,,,0,,0,,,,,
824,1987,12,8,2,1824.0,1815,1941.0,1915,NW,828,,77.0,60.0,,26.0,9.0,MOB,MEM,317.0,,,0,,0,,,,,
825,1987,12,26,6,1942.0,1934,2146.0,2140,UA,539,,124.0,126.0,,6.0,8.0,IAD,MCO,758.0,,,0,,0,,,,,
826,1987,12,20,7,1650.0,1643,1826.0,1756,DL,1041,,156.0,133.0,,30.0,7.0,CVG,DFW,812.0,,,0,,0,,,,,
827,1987,11,9,1,915.0,850,1033.0,958,NW,971,,78.0,68.0,,35.0,25.0,MEM,MSY,349.0,,,0,,0,,,,,
828,1987,10,16,5,945.0,935,1137.0,1123,US,7,,172.0,168.0,,14.0,10.0,PIT,DFW,1068.0,,,0,,0,,,,,
829,1987,10,18,7,1714.0,1700,1715.0,1710,WN,415,,61.0,70.0,,5.0,14.0,ELP,PHX,347.0,,,0,,0,,,,,
830,1987,10,9,5,1442.0,1440,1523.0,1520,HP,1244,,41.0,40.0,,3.0,2.0,FLG,PHX,119.0,,,0,,0,,,,,
831,1987,12,30,3,1152.0,1040,1244.0,1130,CO,508,,52.0,50.0,,74.0,72.0,CPR,DEN,230.0,,,0,,0,,,,,
832,1987,12,4,5,2345.0,2045,136.0,2230,AA,2129,,111.0,105.0,,186.0,180.0,RNO,SEA,564.0,,,0,,0,,,,,
833,1987,12,8,2,1421.0,1420,1723.0,1724,UA,166,,122.0,124.0,,-1.0,1.0,SMF,DEN,910.0,,,0,,0,,,,,
834,1987,11,11,3,1856.0,1834,2129.0,2105,AA,525,,273.0,271.0,,24.0,22.0,ORD,SMF,1781.0,,,0,,0,,,,,
835,1987,10,18,7,1441.0,1435,1546.0,1539,US,290,,65.0,64.0,,7.0,6.0,PHL,BOS,280.0,,,0,,0,,,,,
836,1987,11,20,5,842.0,835,1008.0,954,US,606,,86.0,79.0,,14.0,7.0,PIT,PVD,467.0,,,0,,0,,,,,
837,1987,12,5,6,1114.0,1110,1241.0,1252,US,93,,207.0,222.0,,-11.0,4.0,IND,PHX,1489.0,,,0,,0,,,,,
838,1987,12,16,3,622.0,618,843.0,844,AA,371,,141.0,146.0,,-1.0,4.0,ORD,DFW,802.0,,,0,,0,,,,,
839,1987,12,22,2,2249.0,2151,2343.0,2226,PI,30,,54.0,35.0,,77.0,58.0,CLT,AVL,92.0,,,0,,0,,,,,
840,1987,12,21,1,1515.0,1510,1810.0,1810,CO,636,,115.0,120.0,,0.0,5.0,ORD,EWR,719.0,,,0,,0,,,,,
841,1987,11,30,1,1620.0,1615,1823.0,1743,TW,249,,183.0,148.0,,40.0,5.0,MCO,STL,880.0,,,0,,0,,,,,
842,1987,10,21,3,1145.0,1140,1304.0,1300,AA,2177,,79.0,80.0,,4.0,5.0,BUR,SFO,326.0,,,0,,0,,,,,
843,1987,12,17,4,2245.0,2215,130.0,13,EA,718,,105.0,58.0,,77.0,30.0,SAN,PHX,304.0,,,0,,0,,,,,
844,1987,10,23,5,1700.0,1655,2135.0,2115,DL,670,,215.0,200.0,,20.0,5.0,DFW,BOS,1562.0,,,0,,0,,,,,
845,1987,12,26,6,1142.0,1129,1416.0,1341,CO,485,,274.0,252.0,,35.0,13.0,LGA,DEN,1619.0,,,0,,0,,,,,
846,1987,11,10,2,1916.0,1901,1948.0,1920,DL,569,,92.0,79.0,,28.0,15.0,ATL,BTR,449.0,,,0,,0,,,,,
847,1987,11,19,4,1833.0,1830,1942.0,1942,US,608,,69.0,72.0,,0.0,3.0,JFK,BUF,301.0,,,0,,0,,,,,
848,1987,11,24,2,119.0,45,220.0,141,DL,645,,61.0,56.0,,39.0,34.0,JAX,FLL,318.0,,,0,,0,,,,,
849,1987,11,29,7,1817.0,1757,1923.0,1906,AA,2904,,66.0,69.0,,17.0,20.0,SJC,SNA,342.0,,,0,,0,,,,,
850,1987,11,29,7,1459.0,1455,1727.0,1720,AA,257,,268.0,265.0,,7.0,4.0,ORD,SFO,1846.0,,,0,,0,,,,,
851,1987,12,26,6,1322.0,1315,1413.0,1410,WN,780,,51.0,55.0,,3.0,7.0,AUS,MAF,294.0,,,0,,0,,,,,
852,1987,12,15,2,1202.0,1200,1402.0,1344,CO,447,,180.0,164.0,,18.0,2.0,DEN,EUG,997.0,,,0,,0,,,,,
853,1987,12,22,2,946.0,945,1308.0,1323,UA,197,,322.0,338.0,,-15.0,1.0,LAX,HNL,2556.0,,,0,,0,,,,,
854,1987,11,14,6,1203.0,1145,1251.0,1230,DL,1007,,48.0,45.0,,21.0,18.0,DFW,AUS,190.0,,,0,,0,,,,,
855,1987,12,20,7,1007.0,1000,1036.0,1027,US,305,,89.0,87.0,,9.0,7.0,PIT,ORD,412.0,,,0,,0,,,,,
856,1987,12,10,4,1313.0,1310,1541.0,1542,TW,756,,88.0,92.0,,-1.0,3.0,STL,PIT,553.0,,,0,,0,,,,,
857,1987,10,19,1,2153.0,2140,2241.0,2217,AA,551,,48.0,37.0,,24.0,13.0,ORD,MKE,67.0,,,0,,0,,,,,
858,1987,10,5,1,1846.0,1845,1928.0,1924,PI,512,,42.0,39.0,,4.0,1.0,CAK,DAY,162.0,,,0,,0,,,,,
859,1987,11,12,4,1046.0,1045,1117.0,1115,PI,826,,31.0,30.0,,2.0,1.0,ROA,CRW,114.0,,,0,,0,,,,,
860,1987,12,2,3,1835.0,1829,2049.0,2054,UA,286,,74.0,85.0,,-5.0,6.0,DEN,OMA,472.0,,,0,,0,,,,,
861,1987,12,13,7,1918.0,1810,2102.0,1931,DL,1045,,104.0,81.0,,91.0,68.0,MCI,DFW,460.0,,,0,,0,,,,,
862,1987,12,9,3,1203.0,1148,1420.0,1310,DL,149,,257.0,202.0,,70.0,15.0,DFW,SFO,1464.0,,,0,,0,,,,,
863,1987,10,13,2,2314.0,2310,2358.0,2355,HP,763,,164.0,165.0,,3.0,4.0,OMA,LAS,1099.0,,,0,,0,,,,,
864,1987,12,28,1,1146.0,1135,1907.0,1900,HP,295,,261.0,265.0,,7.0,11.0,LAS,JFK,2248.0,,,0,,0,,,,,
865,1987,10,29,4,1846.0,1845,2003.0,2014,CO,1250,,77.0,89.0,,-11.0,1.0,SJC,SAN,417.0,,,0,,0,,,,,
866,1987,12,26,6,1929.0,1925,2009.0,2000,PI,73,,40.0,35.0,,9.0,4.0,GSO,CLT,83.0,,,0,,0,,,,,
867,1987,12,18,5,850.0,830,1125.0,1118,US,667,,155.0,168.0,,7.0,20.0,PHL,MIA,1013.0,,,0,,0,,,,,
868,1987,11,9,1,1355.0,1330,1547.0,1525,NW,445,,52.0,55.0,,22.0,25.0,MKE,DTW,238.0,,,0,,0,,,,,
869,1987,12,7,1,1930.0,1925,2105.0,2058,US,336,,95.0,93.0,,7.0,5.0,PIT,BOS,496.0,,,0,,0,,,,,
870,1987,12,19,6,1206.0,1200,1359.0,1335,NW,315,,173.0,155.0,,24.0,6.0,DCA,MSP,931.0,,,0,,0,,,,,
871,1987,12,18,5,1906.0,1855,2159.0,2139,US,697,,173.0,164.0,,20.0,11.0,PHL,RSW,992.0,,,0,,0,,,,,
872,1987,12,19,6,1829.0,1825,1920.0,1916,US,105,,51.0,51.0,,4.0,4.0,ROC,PIT,224.0,,,0,,0,,,,,
873,1987,12,15,2,1901.0,1750,2012.0,1849,US,216,,71.0,59.0,,83.0,71.0,BUF,EWR,282.0,,,0,,0,,,,,
874,1987,11,3,2,1142.0,1115,1212.0,1151,EA,880,,30.0,36.0,,21.0,27.0,DTW,CLE,95.0,,,0,,0,,,,,
875,1987,12,11,5,816.0,815,925.0,930,UA,484,,69.0,75.0,,-5.0,1.0,ABQ,DEN,349.0,,,0,,0,,,,,
876,1987,11,28,6,2003.0,2000,2053.0,2045,US,180,,50.0,45.0,,8.0,3.0,DAY,PIT,215.0,,,0,,0,,,,,
877,1987,11,25,3,1421.0,1420,1514.0,1518,US,428,,53.0,58.0,,-4.0,1.0,CLE,DCA,310.0,,,0,,0,,,,,
878,1987,12,29,2,1315.0,1307,1601.0,1552,NW,1278,,106.0,105.0,,9.0,8.0,BIL,MSP,748.0,,,0,,0,,,,,
879,1987,12,9,3,2011.0,2005,2105.0,2106,NW,277,,54.0,61.0,,-1.0,6.0,MEM,MGM,280.0,,,0,,0,,,,,
880,1987,12,18,5,943.0,925,1518.0,1508,US,14,,215.0,223.0,,10.0,18.0,PHX,PIT,1813.0,,,0,,0,,,,,
881,1987,11,15,7,1957.0,1950,2137.0,2125,PI,409,,100.0,95.0,,12.0,7.0,PHL,DAY,477.0,,,0,,0,,,,,
882,1987,12,5,6,1628.0,1600,1710.0,1650,HP,629,,42.0,50.0,,20.0,28.0,LAS,ONT,197.0,,,0,,0,,,,,
883,1987,11,10,2,1801.0,1800,1938.0,1927,AA,266,,97.0,87.0,,11.0,1.0,MCI,ORD,403.0,,,0,,0,,,,,
884,1987,11,23,1,917.0,912,1037.0,1030,PI,900,,80.0,78.0,,7.0,5.0,CLT,DAY,370.0,,,0,,0,,,,,
885,1987,11,3,2,1311.0,1300,1416.0,1353,DL,1912,,65.0,53.0,,23.0,11.0,LAX,LAS,236.0,,,0,,0,,,,,
886,1987,11,8,7,1857.0,1852,2017.0,2007,PI,309,,80.0,75.0,,10.0,5.0,BWI,CLT,361.0,,,0,,0,,,,,
887,1987,12,18,5,1533.0,1525,1648.0,1641,US,642,,75.0,76.0,,7.0,8.0,CLE,EWR,404.0,,,0,,0,,,,,
888,1987,12,2,3,913.0,910,1012.0,1002,DL,584,,59.0,52.0,,10.0,3.0,MLU,PNS,319.0,,,0,,0,,,,,
889,1987,12,24,4,2045.0,2030,1.0,2349,EA,85,,136.0,139.0,,12.0,15.0,MIA,SJU,1045.0,,,0,,0,,,,,
890,1987,12,25,5,1933.0,1930,2221.0,2156,CO,897,,348.0,326.0,,25.0,3.0,IAD,LAX,2288.0,,,0,,0,,,,,
891,1987,10,8,4,1307.0,1304,1716.0,1716,AA,164,,189.0,192.0,,0.0,3.0,DFW,JFK,1391.0,,,0,,0,,,,,
892,1987,10,11,7,1905.0,1901,2112.0,2111,AA,33,,187.0,190.0,,1.0,4.0,IAD,DFW,1172.0,,,0,,0,,,,,
893,1987,12,8,2,2225.0,2145,2335.0,2245,NW,598,,70.0,60.0,,50.0,40.0,MSP,MKE,297.0,,,0,,0,,,,,
894,1987,12,10,4,902.0,700,1102.0,904,EA,65,,180.0,184.0,,118.0,122.0,MIA,MCI,1252.0,,,0,,0,,,,,
895,1987,10,30,5,2059.0,2020,2322.0,2300,WN,805,,83.0,100.0,,22.0,39.0,ABQ,TUL,608.0,,,0,,0,,,,,
896,1987,12,24,4,718.0,700,822.0,810,PI,107,,64.0,70.0,,12.0,18.0,BDL,BWI,283.0,,,0,,0,,,,,
897,1987,12,10,4,957.0,953,1245.0,1243,AA,128,,108.0,110.0,,2.0,4.0,ORD,PHL,678.0,,,0,,0,,,,,
898,1987,11,7,6,850.0,835,1126.0,1119,US,611,,156.0,164.0,,7.0,15.0,PHL,RSW,992.0,,,0,,0,,,,,
899,1987,12,10,4,1424.0,1415,1701.0,1626,UA,909,,157.0,131.0,,35.0,9.0,IAD,MCO,758.0,,,0,,0,,,,,
900,1987,10,8,4,1047.0,1039,1250.0,1244,DL,212,,63.0,65.0,,6.0,8.0,MEM,ATL,332.0,,,0,,0,,,,,
901,1987,11,19,4,1334.0,1330,1440.0,1425,DL,887,,126.0,115.0,,15.0,4.0,ATL,DFW,732.0,,,0,,0,,,,,
902,1987,12,9,3,1350.0,1335,1430.0,1410,AS,64,,40.0,35.0,,20.0,15.0,JNU,PSG,123.0,,,0,,0,,,,,
903,1987,10,25,7,1912.0,1854,2123.0,2109,PI,545,,131.0,135.0,,14.0,18.0,BWI,MCO,787.0,,,0,,0,,,,,
904,1987,10,29,4,1931.0,1930,2223.0,2227,UA,234,,112.0,117.0,,-4.0,1.0,ORD,EWR,719.0,,,0,,0,,,,,
905,1987,10,11,7,1613.0,1515,1634.0,1530,DL,1019,,141.0,135.0,,64.0,58.0,DFW,PHX,868.0,,,0,,0,,,,,
906,1987,10,6,2,2301.0,2250,615.0,615,US,620,,254.0,265.0,,0.0,11.0,SAN,PIT,2106.0,,,0,,0,,,,,
907,1987,12,29,2,2224.0,2135,2330.0,2235,NW,431,,66.0,60.0,,55.0,49.0,MSP,OMA,282.0,,,0,,0,,,,,
908,1987,10,1,4,933.0,907,933.0,910,UA,139,,60.0,63.0,,23.0,26.0,DTW,ORD,235.0,,,0,,0,,,,,
909,1987,11,4,3,1330.0,1326,1343.0,1330,DL,306,,73.0,64.0,,13.0,4.0,ATL,MEM,332.0,,,0,,0,,,,,
910,1987,12,12,6,1222.0,1218,1347.0,1328,PI,853,,85.0,70.0,,19.0,4.0,CLT,SDF,336.0,,,0,,0,,,,,
911,1987,10,9,5,759.0,730,1020.0,1000,AS,105,,141.0,150.0,,20.0,29.0,ONT,SEA,956.0,,,0,,0,,,,,
912,1987,10,17,6,1302.0,1245,1452.0,1433,UA,1119,,110.0,108.0,,19.0,17.0,SEA,SFO,679.0,,,0,,0,,,,,
913,1987,11,29,7,1859.0,1845,2021.0,2010,DL,233,,82.0,85.0,,11.0,14.0,ATL,RSW,515.0,,,0,,0,,,,,
914,1987,12,18,5,2046.0,2030,2142.0,2118,DL,1055,,56.0,48.0,,24.0,16.0,AUS,DFW,190.0,,,0,,0,,,,,
915,1987,11,6,5,1427.0,1420,1640.0,1645,CO,1057,,133.0,145.0,,-5.0,7.0,ORD,IAH,925.0,,,0,,0,,,,,
916,1987,11,19,4,1143.0,1135,1335.0,1342,AA,167,,232.0,247.0,,-7.0,8.0,ORD,LAX,1745.0,,,0,,0,,,,,
917,1987,12,24,4,944.0,940,1036.0,1032,CO,591,,112.0,112.0,,4.0,4.0,IAH,ELP,667.0,,,0,,0,,,,,
918,1987,12,20,7,1609.0,1600,1703.0,1700,WN,229,,54.0,60.0,,3.0,9.0,MSY,BHM,321.0,,,0,,0,,,,,
919,1987,10,25,7,1335.0,1329,1539.0,1544,DL,142,,124.0,135.0,,-5.0,6.0,ATL,BOS,946.0,,,0,,0,,,,,
920,1987,12,30,3,1652.0,1610,1754.0,1657,CO,1725,,122.0,107.0,,57.0,42.0,SGF,DEN,637.0,,,0,,0,,,,,
921,1987,10,18,7,632.0,630,748.0,752,TW,247,,136.0,142.0,,-4.0,2.0,EWR,STL,872.0,,,0,,0,,,,,
922,1987,11,5,4,2228.0,2033,2336.0,2139,PS,1410,,68.0,66.0,,117.0,115.0,SJC,LAX,308.0,,,0,,0,,,,,
923,1987,11,21,6,731.0,715,904.0,820,PI,663,,93.0,65.0,,44.0,16.0,ALB,BWI,288.0,,,0,,0,,,,,
924,1987,12,15,2,941.0,930,938.0,925,HP,841,,57.0,55.0,,13.0,11.0,PHX,LAS,256.0,,,0,,0,,,,,
925,1987,12,6,7,1426.0,1425,1522.0,1525,PI,457,,56.0,60.0,,-3.0,1.0,EWR,BWI,169.0,,,0,,0,,,,,
926,1987,11,9,1,1512.0,1510,1607.0,1555,PI,27,,55.0,45.0,,12.0,2.0,LAN,DAY,200.0,,,0,,0,,,,,
927,1987,12,14,1,1919.0,1900,1939.0,1926,UA,505,,80.0,86.0,,13.0,19.0,OMA,DEN,472.0,,,0,,0,,,,,
928,1987,12,20,7,1811.0,1755,2027.0,2004,US,33,,316.0,309.0,,23.0,16.0,PIT,SFO,2254.0,,,0,,0,,,,,
929,1987,11,2,1,840.0,838,1115.0,1103,PS,1726,,95.0,85.0,,12.0,2.0,LAX,TUS,451.0,,,0,,0,,,,,
930,1987,11,18,3,735.0,730,815.0,751,TW,531,,100.0,81.0,,24.0,5.0,TOL,STL,399.0,,,0,,0,,,,,
931,1987,11,6,5,1757.0,1750,1941.0,1930,DL,701,,104.0,100.0,,11.0,7.0,DCA,ATL,547.0,,,0,,0,,,,,
932,1987,10,3,6,1152.0,1133,1332.0,1313,PS,1923,,100.0,100.0,,19.0,19.0,SFO,YKM,625.0,,,0,,0,,,,,
933,1987,11,16,1,1605.0,1600,1626.0,1621,UA,825,,81.0,81.0,,5.0,5.0,LNK,DEN,423.0,,,0,,0,,,,,
934,1987,12,24,4,1046.0,1040,1143.0,1135,PI,704,,57.0,55.0,,8.0,6.0,RIC,CLT,256.0,,,0,,0,,,,,
935,1987,10,20,2,2319.0,2144,5.0,2237,AA,2712,,46.0,53.0,,88.0,95.0,RNO,SFO,192.0,,,0,,0,,,,,
936,1987,12,15,2,1657.0,1631,1930.0,1910,DL,1850,,93.0,99.0,,20.0,26.0,LAX,SLC,590.0,,,0,,0,,,,,
937,1987,10,21,3,825.0,822,956.0,1001,PI,548,,91.0,99.0,,-5.0,3.0,DAY,EWR,533.0,,,0,,0,,,,,
938,1987,10,2,5,1758.0,1740,2024.0,1908,AA,368,,146.0,88.0,,76.0,18.0,OMA,ORD,416.0,,,0,,0,,,,,
939,1987,12,23,3,1441.0,1352,1725.0,1644,EA,21,,164.0,172.0,,41.0,49.0,LGA,MIA,1097.0,,,0,,0,,,,,
940,1987,10,25,7,2213.0,2205,2320.0,2315,DL,441,,67.0,70.0,,5.0,8.0,ATL,TPA,406.0,,,0,,0,,,,,
941,1987,12,4,5,1353.0,1350,1434.0,1430,PI,423,,41.0,40.0,,4.0,3.0,DAY,SDF,144.0,,,0,,0,,,,,
942,1987,11,20,5,2043.0,2015,2122.0,2054,PS,1757,,39.0,39.0,,28.0,28.0,SAN,LAX,109.0,,,0,,0,,,,,
943,1987,11,12,4,1833.0,1825,2100.0,2052,CO,827,,207.0,207.0,,8.0,8.0,EWR,IAH,1400.0,,,0,,0,,,,,
944,1987,10,8,4,1655.0,1620,1835.0,1755,NW,534,,100.0,95.0,,40.0,35.0,DTW,LGA,501.0,,,0,,0,,,,,
945,1987,11,12,4,819.0,800,913.0,925,UA,63,,114.0,145.0,,-12.0,19.0,LGA,ORD,733.0,,,0,,0,,,,,
946,1987,12,4,5,1240.0,1225,1521.0,1446,US,44,,161.0,141.0,,35.0,15.0,RSW,PHL,992.0,,,0,,0,,,,,
947,1987,12,10,4,100.0,30,607.0,548,NW,62,,187.0,198.0,,19.0,30.0,SFO,MSP,1589.0,,,0,,0,,,,,
948,1987,12,23,3,2030.0,2015,2121.0,2101,NW,499,,51.0,46.0,,20.0,15.0,DTW,CMH,155.0,,,0,,0,,,,,
949,1987,10,13,2,1210.0,1200,1414.0,1416,DL,344,,124.0,136.0,,-2.0,10.0,MCO,LGA,950.0,,,0,,0,,,,,
950,1987,11,3,2,1911.0,1910,2056.0,2101,AA,115,,105.0,111.0,,-5.0,1.0,BNA,DFW,631.0,,,0,,0,,,,,
951,1987,12,30,3,1354.0,1250,2115.0,2032,UA,20,,261.0,282.0,,43.0,64.0,SFO,IAD,2419.0,,,0,,0,,,,,
952,1987,12,10,4,2100.0,2057,2140.0,2134,AA,812,,40.0,37.0,,6.0,3.0,CLT,FAY,118.0,,,0,,0,,,,,
953,1987,10,21,3,1448.0,1440,1745.0,1750,PI,94,,117.0,130.0,,-5.0,8.0,DFW,CLT,936.0,,,0,,0,,,,,
954,1987,10,15,4,646.0,645,920.0,916,AA,650,,94.0,91.0,,4.0,1.0,ORD,ROC,528.0,,,0,,0,,,,,
955,1987,10,25,7,1609.0,1601,1704.0,1659,EA,938,,55.0,58.0,,5.0,8.0,PHL,SYR,228.0,,,0,,0,,,,,
956,1987,10,29,4,803.0,800,1103.0,1044,DL,857,,180.0,164.0,,19.0,3.0,BDL,FLL,1173.0,,,0,,0,,,,,
957,1987,12,9,3,1215.0,1210,1635.0,1700,TW,1,,500.0,530.0,,-25.0,5.0,STL,HNL,4129.0,,,0,,0,,,,,
958,1987,11,5,4,2203.0,2110,2255.0,2205,HP,94,,52.0,55.0,,50.0,53.0,LAX,LAS,236.0,,,0,,0,,,,,
959,1987,12,28,1,1433.0,1420,1548.0,1534,US,348,,75.0,74.0,,14.0,13.0,PIT,EWR,319.0,,,0,,0,,,,,
960,1987,11,17,2,1558.0,1455,1724.0,1624,UA,1274,,86.0,89.0,,60.0,63.0,SAN,SFO,447.0,,,0,,0,,,,,
961,1987,10,31,6,1911.0,1725,,2012,TW,863,,,347.0,,,106.0,IAD,SFO,2419.0,,,0,,1,,,,,
962,1987,10,3,6,733.0,730,915.0,914,PI,95,,102.0,104.0,,1.0,3.0,EWR,CLT,529.0,,,0,,0,,,,,
963,1987,12,17,4,1817.0,1800,1910.0,1850,HP,1069,,53.0,50.0,,20.0,17.0,YUM,PHX,160.0,,,0,,0,,,,,
964,1987,11,29,7,1556.0,1555,1654.0,1658,AA,273,,58.0,63.0,,-4.0,1.0,DFW,HOU,247.0,,,0,,0,,,,,
965,1987,12,17,4,1333.0,1325,1723.0,1719,CO,1092,,170.0,174.0,,4.0,8.0,IAH,IAD,1190.0,,,0,,0,,,,,
966,1987,10,13,2,1311.0,1300,2023.0,2015,HP,1126,,252.0,255.0,,8.0,11.0,PHX,BWI,1999.0,,,0,,0,,,,,
967,1987,10,18,7,1704.0,1633,1741.0,1721,PI,62,,37.0,48.0,,20.0,31.0,CLT,OAJ,191.0,,,0,,0,,,,,
968,1987,11,13,5,1300.0,1255,1346.0,1346,CO,1683,,106.0,111.0,,0.0,5.0,DEN,LAS,629.0,,,0,,0,,,,,
969,1987,11,28,6,1111.0,1105,1236.0,1225,DL,80,,85.0,80.0,,11.0,6.0,MCO,ATL,403.0,,,0,,0,,,,,
970,1987,12,20,7,1505.0,1455,1745.0,1739,CO,663,,160.0,164.0,,6.0,10.0,EWR,JAX,821.0,,,0,,0,,,,,
971,1987,12,10,4,1408.0,1405,1623.0,1610,DL,348,,75.0,65.0,,13.0,3.0,JAN,ATL,341.0,,,0,,0,,,,,
972,1987,12,18,5,901.0,855,1120.0,1110,NW,471,,199.0,195.0,,10.0,6.0,MEM,TUS,1224.0,,,0,,0,,,,,
973,1987,11,14,6,848.0,835,1019.0,1016,US,571,,91.0,101.0,,3.0,13.0,PIT,ATL,526.0,,,0,,0,,,,,
974,1987,12,5,6,1717.0,1715,1841.0,1825,US,548,,84.0,70.0,,16.0,2.0,LAX,SFO,337.0,,,0,,0,,,,,
975,1987,12,4,5,2020.0,2018,7.0,2348,TW,184,,167.0,150.0,,19.0,2.0,STL,BOS,1046.0,,,0,,0,,,,,
976,1987,12,28,1,1228.0,1215,1457.0,1439,EA,177,,149.0,144.0,,18.0,13.0,DCA,MIA,920.0,,,0,,0,,,,,
